condition,src,plateau_auc_low,dist_to_source,l0,ref_at_dist,residual
real,168,0.17146,0.0,18,,
real,169,0.24962,0.0,44,,
real,170,0.27436,0.0,84,,
real,171,0.14404,0.0,36,,
real,172,0.26092,0.0,27,,
real,173,0.12896,0.0,21,,
real,174,0.25294,0.0,63,,
real,175,0.15485,0.0,58,,
real,176,0.23094,0.0,22,,
real,177,0.08868,0.0,6,,
real,178,0.25387,0.0,6,,
real,179,0.21537,0.0,28,,
real,180,0.23308,0.0,35,,
real,181,0.20782,0.0,6,,
real,182,0.20706,0.0,80,,
real,183,0.23374,0.0,21,,
real,184,0.24829,0.0,33,,
real,185,0.12892,0.0,23,,
real,186,0.23828,0.0,13,,
real,187,0.18331,0.0,8,,
real,188,0.27682,0.0,44,,
real,189,0.49353,0.0,44,,
real,190,0.15873,0.0,85,,
real,191,0.48753,0.0,27,,
real,192,0.19612,0.0,33,,
real,193,0.14872,0.0,33,,
real,194,0.14216,0.0,44,,
real,195,0.62852,0.0,12,,
real,196,0.26672,0.0,67,,
real,197,0.3652,0.0,51,,
real,198,0.37322,0.0,34,,
real,199,0.2956,0.0,25,,
recon,100,0.34749,24.784,91,0.17606,0.17143
recon,101,0.16917,17.414,39,0.1815,-0.01233
recon,102,0.14797,17.378,31,0.18153,-0.03356
recon,103,0.09381,46.455,35,0.1449,-0.0511
recon,104,0.12352,32.233,25,0.16849,-0.04497
recon,105,0.15819,24.863,7,0.17602,-0.01782
recon,106,0.18349,28.071,27,0.17415,0.00934
recon,107,0.10858,32.879,10,0.16721,-0.05863
recon,108,0.09076,17.757,24,0.1812,-0.09044
recon,109,0.12867,45.206,16,0.14666,-0.01799
recon,110,0.15381,29.531,71,0.17337,-0.01956
recon,111,0.15028,29.893,25,0.17318,-0.0229
recon,112,0.1648,17.301,92,0.1816,-0.0168
recon,113,0.15755,23.312,81,0.17701,-0.01946
recon,114,0.0735,31.263,5,0.17046,-0.09696
recon,115,0.21381,20.906,81,0.17869,0.03512
recon,116,0.55662,18.12,60,0.18089,0.37573
recon,117,0.17356,19.309,96,0.17991,-0.00635
recon,118,0.15567,24.805,26,0.17605,-0.02038
recon,119,0.57535,41.107,12,0.15279,0.42255
recon,120,0.17014,21.941,51,0.17794,-0.0078
recon,121,0.24047,25.543,96,0.1756,0.06487
recon,122,0.15844,21.966,37,0.17792,-0.01949
recon,123,0.11497,33.453,42,0.16609,-0.05112
recon,124,0.17772,18.02,61,0.18097,-0.00325
recon,125,0.11929,34.009,19,0.16503,-0.04573
recon,126,0.17288,14.105,22,0.1838,-0.01092
recon,127,0.22741,36.726,134,0.16007,0.06734
recon,128,0.2386,71.809,273,0.11545,0.12315
recon,129,0.12215,41.417,17,0.15231,-0.03016
recon,130,0.30518,39.122,41,0.15599,0.14919
recon,131,0.09948,32.044,22,0.16887,-0.06939
recon,132,0.13046,31.61,39,0.16975,-0.03929
recon,133,0.188,32.695,27,0.16757,0.02043
recon,134,0.3253,21.852,108,0.178,0.14729
recon,135,0.38399,23.224,23,0.17707,0.20692
recon,136,0.25929,20.026,78,0.17935,0.07994
recon,137,0.09957,30.085,14,0.17294,-0.07337
recon,138,0.15308,52.507,15,0.137,0.01609
recon,139,0.14604,30.123,32,0.17286,-0.02682
